"","Vendedor","Data","Distância total percorrida (Em km)"
"13264","A307","2021-08-26",0
"13265","A334","2021-08-26",0
"13266","A364","2021-08-26",0
"13267","A365","2021-08-26",0
"13268","A366","2021-08-26",0
"13269","A368","2021-08-26",0
"13270","A378","2021-08-26",0
"13271","A379","2021-08-26",0
"13272","A382","2021-08-26",0
"13273","A402","2021-08-26",0
"13274","A405","2021-08-26",0
"13275","A406","2021-08-26",0
"13276","A408","2021-08-26",0
"13277","A410","2021-08-26",0
"13278","A417","2021-08-26",0
"13279","A422","2021-08-26",0
"13280","A429","2021-08-26",0
"13281","A431","2021-08-26",0
"13282","A432","2021-08-26",0
"13283","A433","2021-08-26",0
"13284","A445","2021-08-26",0
"13285","A446","2021-08-26",0
"13286","A460","2021-08-26",0
"13287","A466","2021-08-26",0
"13288","A469","2021-08-26",0
"13289","A510","2021-08-26",0
"13290","A511","2021-08-26",0
"13291","A544","2021-08-26",0
"13292","A546","2021-08-26",0
"13293","A547","2021-08-26",0
"13294","A605","2021-08-26",0
"13295","A606","2021-08-26",0
"13296","A611","2021-08-26",0
"13297","A613","2021-08-26",0
"13298","A614","2021-08-26",0
"13299","A674","2021-08-26",0
"13300","A680","2021-08-26",0
"13301","A711","2021-08-26",0
"13302","A712","2021-08-26",0
"13303","A713","2021-08-26",0
"13304","A714","2021-08-26",0
"13305","A715","2021-08-26",0
"13306","A716","2021-08-26",0
"13307","A717","2021-08-26",0
"13308","A718","2021-08-26",0
"13309","A720","2021-08-26",0
"13310","A721","2021-08-26",0
"13311","A722","2021-08-26",0
"13312","A723","2021-08-26",0
"13313","A724","2021-08-26",0
"13314","A725","2021-08-26",0
"13315","A727","2021-08-26",0
"13316","A728","2021-08-26",0
"13317","A729","2021-08-26",0
"13318","A730","2021-08-26",0
"13319","A732","2021-08-26",0
"13320","A733","2021-08-26",0
"13321","A736","2021-08-26",0
"13322","A738","2021-08-26",0
"13323","A739","2021-08-26",0
"13324","A740","2021-08-26",0
"13325","A741","2021-08-26",0
"13326","A742","2021-08-26",0
"13327","A744","2021-08-26",0
"13328","A745","2021-08-26",0
"13329","A748","2021-08-26",0
"13330","A750","2021-08-26",0
"13331","A751","2021-08-26",0
"13332","A756","2021-08-26",0
"13333","A785","2021-08-26",0
"13334","A786","2021-08-26",0
"13335","A793","2021-08-26",0
"13336","A796","2021-08-26",0
"13337","A797","2021-08-26",0
"13338","A798","2021-08-26",0
"13339","A801","2021-08-26",0
"13340","A802","2021-08-26",0
"13341","A804","2021-08-26",0
"13342","A838","2021-08-26",0
"13343","A839","2021-08-26",0
"13344","A841","2021-08-26",0
"13345","A842","2021-08-26",0
"13346","A843","2021-08-26",0
"13347","A844","2021-08-26",0
"13348","A845","2021-08-26",0
"13349","A850","2021-08-26",0
"13350","A851","2021-08-26",0
"13351","A852","2021-08-26",0
"13352","A853","2021-08-26",0
"13353","A855","2021-08-26",0
"13354","A856","2021-08-26",0
"13355","A858","2021-08-26",0
"13356","A859","2021-08-26",0
"13357","A995","2021-08-26",0
"13358","A997","2021-08-26",0
"13359","A999","2021-08-26",0
"13360","A001","2021-08-27",0
"13361","A002","2021-08-27",0
"13362","A003","2021-08-27",0
"13363","A005","2021-08-27",0
"13364","A007","2021-08-27",0
"13365","A008","2021-08-27",0
"13366","A009","2021-08-27",0
"13367","A010","2021-08-27",0
"13368","A011","2021-08-27",0
"13369","A012","2021-08-27",0
"13370","A013","2021-08-27",0
"13371","A014","2021-08-27",0
"13372","A015","2021-08-27",0
"13373","A016","2021-08-27",0
"13374","A017","2021-08-27",0
"13375","A018","2021-08-27",0
"13376","A019","2021-08-27",20.09
"13377","A020","2021-08-27",8.35
"13378","A021","2021-08-27",6.83
"13379","A036","2021-08-27",0
"13380","A037","2021-08-27",0
"13381","A038","2021-08-27",0
"13382","A039","2021-08-27",0
"13383","A041","2021-08-27",0
"13384","A042","2021-08-27",2.84
"13385","A043","2021-08-27",0
"13386","A044","2021-08-27",0
"13387","A046","2021-08-27",10.63
"13388","A047","2021-08-27",6.48
"13389","A048","2021-08-27",0
"13390","A049","2021-08-27",0
"13391","A051","2021-08-27",0
"13392","A053","2021-08-27",0
"13393","A054","2021-08-27",0
"13394","A056","2021-08-27",0
"13395","A057","2021-08-27",0
"13396","A059","2021-08-27",0
"13397","A060","2021-08-27",0
"13398","A061","2021-08-27",0
"13399","A062","2021-08-27",0
"13400","A063","2021-08-27",0
"13401","A064","2021-08-27",0
"13402","A065","2021-08-27",0
"13403","A066","2021-08-27",0
"13404","A067","2021-08-27",0
"13405","A068","2021-08-27",0
"13406","A069","2021-08-27",0
"13407","A070","2021-08-27",0
"13408","A071","2021-08-27",0
"13409","A073","2021-08-27",0
"13410","A074","2021-08-27",0
"13411","A075","2021-08-27",0
"13412","A076","2021-08-27",0
"13413","A077","2021-08-27",0
"13414","A078","2021-08-27",0
"13415","A079","2021-08-27",0
"13416","A080","2021-08-27",0
"13417","A081","2021-08-27",0
"13418","A082","2021-08-27",0
"13419","A083","2021-08-27",0
"13420","A084","2021-08-27",0
"13421","A095","2021-08-27",0
"13422","A098","2021-08-27",0
"13423","A099","2021-08-27",0
"13424","A170","2021-08-27",0
"13425","A190","2021-08-27",0
"13426","A192","2021-08-27",0
"13427","A193","2021-08-27",0
"13428","A194","2021-08-27",0
"13429","A195","2021-08-27",0
"13430","A196","2021-08-27",0
"13431","A209","2021-08-27",0
"13432","A225","2021-08-27",0
"13433","A227","2021-08-27",0
"13434","A230","2021-08-27",2.1
"13435","A233","2021-08-27",0
"13436","A235","2021-08-27",0
"13437","A243","2021-08-27",2.02
"13438","A244","2021-08-27",2.64
"13439","A252","2021-08-27",0
"13440","A253","2021-08-27",0
"13441","A255","2021-08-27",0
"13442","A287","2021-08-27",0
"13443","A302","2021-08-27",0
"13444","A304","2021-08-27",0
"13445","A305","2021-08-27",0
"13446","A306","2021-08-27",0
"13447","A307","2021-08-27",0
"13448","A334","2021-08-27",0
"13449","A364","2021-08-27",0
"13450","A365","2021-08-27",0
"13451","A366","2021-08-27",0
"13452","A368","2021-08-27",0
"13453","A378","2021-08-27",0
"13454","A379","2021-08-27",0
"13455","A382","2021-08-27",0
"13456","A402","2021-08-27",0
"13457","A405","2021-08-27",0
"13458","A406","2021-08-27",0
"13459","A408","2021-08-27",0
"13460","A410","2021-08-27",0
"13461","A417","2021-08-27",0
"13462","A422","2021-08-27",0
"13463","A429","2021-08-27",0
"13464","A431","2021-08-27",0
"13465","A432","2021-08-27",0
"13466","A433","2021-08-27",0
"13467","A445","2021-08-27",0
"13468","A446","2021-08-27",0
"13469","A460","2021-08-27",0
"13470","A466","2021-08-27",0
"13471","A469","2021-08-27",0
"13472","A510","2021-08-27",0
"13473","A511","2021-08-27",0
"13474","A544","2021-08-27",0
"13475","A546","2021-08-27",0
"13476","A547","2021-08-27",0
"13477","A605","2021-08-27",0
"13478","A606","2021-08-27",0
"13479","A611","2021-08-27",0
"13480","A613","2021-08-27",0
"13481","A614","2021-08-27",0
"13482","A674","2021-08-27",0
"13483","A680","2021-08-27",0
"13484","A711","2021-08-27",0
"13485","A712","2021-08-27",0
"13486","A713","2021-08-27",0
"13487","A714","2021-08-27",0
"13488","A715","2021-08-27",0
"13489","A716","2021-08-27",0
"13490","A717","2021-08-27",0
"13491","A718","2021-08-27",0
"13492","A720","2021-08-27",0
"13493","A721","2021-08-27",0
"13494","A722","2021-08-27",0
"13495","A723","2021-08-27",0
"13496","A724","2021-08-27",0
"13497","A725","2021-08-27",0
"13498","A727","2021-08-27",0
"13499","A728","2021-08-27",0
"13500","A729","2021-08-27",0
"13501","A730","2021-08-27",0
"13502","A732","2021-08-27",0
"13503","A733","2021-08-27",0
"13504","A736","2021-08-27",0
"13505","A738","2021-08-27",0
"13506","A739","2021-08-27",0
"13507","A740","2021-08-27",0
"13508","A741","2021-08-27",0
"13509","A742","2021-08-27",0
"13510","A744","2021-08-27",0
"13511","A745","2021-08-27",0
"13512","A748","2021-08-27",0
"13513","A750","2021-08-27",0
"13514","A751","2021-08-27",0
"13515","A756","2021-08-27",0
"13516","A785","2021-08-27",0
"13517","A786","2021-08-27",0
"13518","A793","2021-08-27",0
"13519","A796","2021-08-27",0
"13520","A797","2021-08-27",0
"13521","A798","2021-08-27",0
"13522","A801","2021-08-27",0
"13523","A802","2021-08-27",0
"13524","A804","2021-08-27",0
"13525","A838","2021-08-27",0
"13526","A839","2021-08-27",0
"13527","A841","2021-08-27",0
"13528","A842","2021-08-27",0
"13529","A843","2021-08-27",0
"13530","A844","2021-08-27",0
"13531","A845","2021-08-27",0
"13532","A850","2021-08-27",0
"13533","A851","2021-08-27",0
"13534","A852","2021-08-27",0
"13535","A853","2021-08-27",0
"13536","A855","2021-08-27",0
"13537","A856","2021-08-27",0
"13538","A858","2021-08-27",0
"13539","A859","2021-08-27",0
"13540","A995","2021-08-27",0
"13541","A997","2021-08-27",0
"13542","A999","2021-08-27",0
"13543","A001","2021-08-28",0
"13544","A002","2021-08-28",0
"13545","A003","2021-08-28",0
"13546","A005","2021-08-28",0
"13547","A007","2021-08-28",0
"13548","A008","2021-08-28",0
"13549","A009","2021-08-28",0
"13550","A010","2021-08-28",0
"13551","A011","2021-08-28",0
"13552","A012","2021-08-28",0
"13553","A013","2021-08-28",0
"13554","A014","2021-08-28",0
"13555","A015","2021-08-28",0
"13556","A016","2021-08-28",0
"13557","A017","2021-08-28",0
"13558","A018","2021-08-28",0
"13559","A019","2021-08-28",2.85
"13560","A020","2021-08-28",2.21
"13561","A021","2021-08-28",2.23
"13562","A036","2021-08-28",0
"13563","A037","2021-08-28",0
"13564","A038","2021-08-28",0
"13565","A039","2021-08-28",0
"13566","A041","2021-08-28",0
"13567","A042","2021-08-28",3.57
"13568","A043","2021-08-28",0
"13569","A044","2021-08-28",0
"13570","A046","2021-08-28",4.99
"13571","A047","2021-08-28",3.71
"13572","A048","2021-08-28",0
"13573","A049","2021-08-28",0
"13574","A051","2021-08-28",0
"13575","A053","2021-08-28",0
"13576","A054","2021-08-28",0
"13577","A056","2021-08-28",0
"13578","A057","2021-08-28",0
"13579","A059","2021-08-28",0
"13580","A060","2021-08-28",0
"13581","A061","2021-08-28",0
"13582","A062","2021-08-28",0
"13583","A063","2021-08-28",0
"13584","A064","2021-08-28",0
"13585","A065","2021-08-28",0
"13586","A066","2021-08-28",0
"13587","A067","2021-08-28",0
"13588","A068","2021-08-28",0
"13589","A069","2021-08-28",0
"13590","A070","2021-08-28",0
"13591","A071","2021-08-28",0
"13592","A073","2021-08-28",0
"13593","A074","2021-08-28",0
"13594","A075","2021-08-28",0
"13595","A076","2021-08-28",0
"13596","A077","2021-08-28",0
"13597","A078","2021-08-28",0
"13598","A079","2021-08-28",0
"13599","A080","2021-08-28",0
"13600","A081","2021-08-28",0
"13601","A082","2021-08-28",0
"13602","A083","2021-08-28",0
"13603","A084","2021-08-28",0
"13604","A095","2021-08-28",0
"13605","A098","2021-08-28",0
"13606","A099","2021-08-28",0
"13607","A170","2021-08-28",0
"13608","A190","2021-08-28",0
"13609","A192","2021-08-28",0
"13610","A193","2021-08-28",0
"13611","A194","2021-08-28",0
"13612","A195","2021-08-28",0
"13613","A196","2021-08-28",0
"13614","A209","2021-08-28",0
"13615","A225","2021-08-28",0
"13616","A227","2021-08-28",0
"13617","A230","2021-08-28",1.19
"13618","A233","2021-08-28",0
"13619","A235","2021-08-28",0
"13620","A243","2021-08-28",2.11
"13621","A244","2021-08-28",1.7
"13622","A252","2021-08-28",0
"13623","A253","2021-08-28",0
"13624","A255","2021-08-28",0
"13625","A287","2021-08-28",0
"13626","A302","2021-08-28",0
"13627","A304","2021-08-28",0
"13628","A305","2021-08-28",0
"13629","A306","2021-08-28",0
"13630","A307","2021-08-28",0
"13631","A334","2021-08-28",0
"13632","A364","2021-08-28",0
"13633","A365","2021-08-28",0
"13634","A366","2021-08-28",0
"13635","A368","2021-08-28",0
"13636","A378","2021-08-28",0
"13637","A379","2021-08-28",0
"13638","A382","2021-08-28",0
"13639","A402","2021-08-28",0
"13640","A405","2021-08-28",0
"13641","A406","2021-08-28",0
"13642","A408","2021-08-28",0
"13643","A410","2021-08-28",0
"13644","A417","2021-08-28",0
"13645","A422","2021-08-28",0
"13646","A429","2021-08-28",0
"13647","A431","2021-08-28",0
"13648","A432","2021-08-28",0
"13649","A433","2021-08-28",0
"13650","A445","2021-08-28",0
"13651","A446","2021-08-28",0
"13652","A460","2021-08-28",0
"13653","A466","2021-08-28",0
"13654","A469","2021-08-28",0
"13655","A510","2021-08-28",0
"13656","A511","2021-08-28",0
"13657","A544","2021-08-28",0
"13658","A546","2021-08-28",0
"13659","A547","2021-08-28",0
"13660","A605","2021-08-28",0
"13661","A606","2021-08-28",0
"13662","A611","2021-08-28",0
"13663","A613","2021-08-28",0
"13664","A614","2021-08-28",0
"13665","A674","2021-08-28",0
"13666","A680","2021-08-28",0
"13667","A711","2021-08-28",0
"13668","A712","2021-08-28",0
"13669","A713","2021-08-28",0
"13670","A714","2021-08-28",0
"13671","A715","2021-08-28",0
"13672","A716","2021-08-28",0
"13673","A717","2021-08-28",0
"13674","A718","2021-08-28",0
"13675","A720","2021-08-28",0
"13676","A721","2021-08-28",0
"13677","A722","2021-08-28",0
"13678","A723","2021-08-28",0
"13679","A724","2021-08-28",0
"13680","A725","2021-08-28",0
"13681","A727","2021-08-28",0
"13682","A728","2021-08-28",0
"13683","A729","2021-08-28",0
"13684","A730","2021-08-28",0
"13685","A732","2021-08-28",0
"13686","A733","2021-08-28",0
"13687","A736","2021-08-28",0
"13688","A738","2021-08-28",0
"13689","A739","2021-08-28",0
"13690","A740","2021-08-28",0
"13691","A741","2021-08-28",0
"13692","A742","2021-08-28",0
"13693","A744","2021-08-28",0
"13694","A745","2021-08-28",0
"13695","A748","2021-08-28",0
"13696","A750","2021-08-28",0
"13697","A751","2021-08-28",0
"13698","A756","2021-08-28",0
"13699","A785","2021-08-28",0
"13700","A786","2021-08-28",0
"13701","A793","2021-08-28",0
"13702","A796","2021-08-28",0
"13703","A797","2021-08-28",0
"13704","A798","2021-08-28",0
"13705","A801","2021-08-28",0
"13706","A802","2021-08-28",0
"13707","A804","2021-08-28",0
"13708","A838","2021-08-28",0
"13709","A839","2021-08-28",0
"13710","A841","2021-08-28",0
"13711","A842","2021-08-28",0
"13712","A843","2021-08-28",0
"13713","A844","2021-08-28",0
"13714","A845","2021-08-28",0
"13715","A850","2021-08-28",0
"13716","A851","2021-08-28",0
"13717","A852","2021-08-28",0
"13718","A853","2021-08-28",0
"13719","A855","2021-08-28",0
"13720","A856","2021-08-28",0
"13721","A858","2021-08-28",0
"13722","A859","2021-08-28",0
"13723","A995","2021-08-28",0
"13724","A997","2021-08-28",0
"13725","A999","2021-08-28",0
"13726","A001","2021-08-30",0
"13727","A002","2021-08-30",0
"13728","A003","2021-08-30",0
"13729","A005","2021-08-30",0
"13730","A007","2021-08-30",0
"13731","A008","2021-08-30",0
"13732","A009","2021-08-30",0
"13733","A010","2021-08-30",0
"13734","A011","2021-08-30",0
"13735","A012","2021-08-30",0
"13736","A013","2021-08-30",0
"13737","A014","2021-08-30",0
"13738","A015","2021-08-30",0
"13739","A016","2021-08-30",0
"13740","A017","2021-08-30",0
"13741","A018","2021-08-30",0
"13742","A019","2021-08-30",25.97
"13743","A020","2021-08-30",0
"13744","A021","2021-08-30",6.81
"13745","A036","2021-08-30",0
"13746","A037","2021-08-30",0
"13747","A038","2021-08-30",0
"13748","A039","2021-08-30",0
"13749","A041","2021-08-30",0
"13750","A042","2021-08-30",3.56
"13751","A043","2021-08-30",0
"13752","A044","2021-08-30",0
"13753","A046","2021-08-30",17.98
"13754","A047","2021-08-30",2.81
"13755","A048","2021-08-30",0
"13756","A049","2021-08-30",0
"13757","A051","2021-08-30",0
"13758","A053","2021-08-30",0
"13759","A054","2021-08-30",0
"13760","A056","2021-08-30",0
"13761","A057","2021-08-30",0
"13762","A059","2021-08-30",0
"13763","A060","2021-08-30",0
"13764","A061","2021-08-30",0
"13765","A062","2021-08-30",0
"13766","A063","2021-08-30",0
"13767","A064","2021-08-30",0
"13768","A065","2021-08-30",0
"13769","A066","2021-08-30",0
"13770","A067","2021-08-30",0
"13771","A068","2021-08-30",0
"13772","A069","2021-08-30",0
"13773","A070","2021-08-30",0
"13774","A071","2021-08-30",0
"13775","A073","2021-08-30",0
"13776","A074","2021-08-30",0
"13777","A075","2021-08-30",0
"13778","A076","2021-08-30",0
"13779","A077","2021-08-30",0
"13780","A078","2021-08-30",0
"13781","A079","2021-08-30",0
"13782","A080","2021-08-30",0
"13783","A081","2021-08-30",0
"13784","A082","2021-08-30",0
"13785","A083","2021-08-30",0
"13786","A084","2021-08-30",0
"13787","A095","2021-08-30",0
"13788","A098","2021-08-30",0
"13789","A099","2021-08-30",0
"13790","A170","2021-08-30",0
"13791","A190","2021-08-30",0
"13792","A192","2021-08-30",0
"13793","A193","2021-08-30",0
"13794","A194","2021-08-30",0
"13795","A195","2021-08-30",0
"13796","A196","2021-08-30",0
"13797","A209","2021-08-30",0
"13798","A225","2021-08-30",0
"13799","A227","2021-08-30",0
"13800","A230","2021-08-30",3.58
"13801","A233","2021-08-30",0
"13802","A235","2021-08-30",0
"13803","A243","2021-08-30",1.55
"13804","A244","2021-08-30",4.05
"13805","A252","2021-08-30",0
"13806","A253","2021-08-30",0
"13807","A255","2021-08-30",0
"13808","A287","2021-08-30",0
"13809","A302","2021-08-30",0
"13810","A304","2021-08-30",0
"13811","A305","2021-08-30",0
"13812","A306","2021-08-30",0
"13813","A307","2021-08-30",0
"13814","A334","2021-08-30",0
"13815","A364","2021-08-30",0
"13816","A365","2021-08-30",0
"13817","A366","2021-08-30",0
"13818","A368","2021-08-30",0
"13819","A378","2021-08-30",0
"13820","A379","2021-08-30",0
"13821","A382","2021-08-30",0
"13822","A402","2021-08-30",0
"13823","A405","2021-08-30",0
"13824","A406","2021-08-30",0
"13825","A408","2021-08-30",0
"13826","A410","2021-08-30",0
"13827","A417","2021-08-30",0
"13828","A422","2021-08-30",0
"13829","A429","2021-08-30",0
"13830","A431","2021-08-30",0
"13831","A432","2021-08-30",0
"13832","A433","2021-08-30",0
"13833","A445","2021-08-30",0
"13834","A446","2021-08-30",0
"13835","A460","2021-08-30",0
"13836","A466","2021-08-30",0
"13837","A469","2021-08-30",0
"13838","A510","2021-08-30",0
"13839","A511","2021-08-30",0
"13840","A544","2021-08-30",0
"13841","A546","2021-08-30",0
